LatitudeOrigine,LongitudeOrigine,LatitudeModel,LongitudeModel,DistanceModel,LatitudeRandom,LongitudeRandom,DistanceRandom,PaysOrigine,PaysModel
-0.2768407,110.1047823,39.99351,-77.91917,15531.851740609569,-6.2961911236779,-55.326341664918615,18257.210402979217,Indonesia,United States
-0.9589046,-62.937968,53.676567,19.686842,9606.903983467875,-82.19014749082689,16.995120666449537,9745.187040329582,Brazil,Poland
-1.1322125,-46.6191948,36.235157,-16.967104,5151.616170744094,-59.87754163541562,-21.546181940473986,6864.223780834598,Brazil,Ocean
-10.0700455,124.3421104,44.3308,13.196058,12467.092356141022,46.28758035076052,-107.28828153227484,13711.78267081037,Indonesia,Ocean
-10.183049,-36.8346604,11.600623,6.6196537,5377.326734249965,-89.54785243769842,-69.45833904805367,8833.34055078725,Brazil,Nigeria
-10.6008987,-36.9752611,42.179146,-69.85688,6739.114396931501,-25.76062234507397,-13.275767029373895,3007.456845002353,Brazil,Ocean
-10.7276833,-37.8005721,16.639399,-18.230644,3715.342969847858,18.646729310308714,94.87018258613438,14876.344395134654,Brazil,Ocean
-11.7537602,-40.7158282,-29.978231,146.8661,15316.252643253218,-81.20946125053773,-70.42438491742931,7854.316197175203,Brazil,Australia
-11.8132673,-39.3765193,7.35726,-31.407234,2296.2751375382204,33.97610007993596,-171.14950218590778,14566.609395544105,Brazil,Ocean
-12.4151635,-41.772674,30.368378,-15.473008,5508.931030740678,-36.2451609048529,-164.52376511793858,11957.508136544257,Brazil,Ocean
-12.5065815,-76.738071,40.74489,-105.93799,6618.847607955639,65.50372941450863,-86.45409283860832,8688.661625393326,Peru,United States
-13.5918724,-70.9459063,57.690937,32.078594,12047.749094352746,-29.930698504976093,-169.0030828523705,10026.337189108395,Peru,Russia
-13.6714368,132.0094306,51.629025,11.565696,13275.84852155889,-76.26849445105657,150.66781056859566,7043.695271665935,Australia,Germany
-13.8576898,-172.0611335,-1.6795373,-43.20637,14137.000162462731,-74.33587949128678,25.496416796288457,10140.450381492825,Samoa,Ocean
-14.2890202,-43.6386102,-20.12858,-47.221474,750.1639227754303,-1.5895110983147305,83.3436985604393,13932.441870244676,Brazil,Brazil
-14.606967,-73.6115742,32.727676,-84.8517,5373.042125578825,30.165075654712155,-60.406333582117256,5152.447663874621,Peru,United States
-14.7837351,-39.0539844,16.220697,0.23956597,5515.330256282664,-33.0952964772444,60.085783221393456,9953.540177190423,Brazil,Mali
-15.0667291,-57.173129,30.880394,42.95804,11812.172752642326,-64.05445285331999,-19.275974227242443,6162.175440845562,Brazil,Iraq
-15.4733878,-55.7274976,-13.827618,-42.827797,1401.2333642621415,64.9996775823339,8.121689677900008,10387.397628103345,Brazil,Brazil
-15.5039288,-40.8298927,-16.805283,-43.461674,316.16505308386934,-56.64815797748578,8.97219905250239,6180.036757788352,Brazil,Brazil
-16.3764513,-52.4514749,24.583899,-62.283104,4655.356072419657,-36.99510572590966,-132.83326315210323,8092.72054734349,Brazil,Ocean
-16.4714887,-54.4835969,-18.895178,-42.89514,1258.0642429119007,-41.1436540316668,-17.77222046268568,4453.325769244907,Brazil,Brazil
-16.5807169,-52.0209611,-17.280315,-43.49399,911.5508872196068,-73.14765782282748,167.89794575819093,9635.7587436723,Brazil,Brazil
-16.7434566,135.7285921,-26.84163,157.15273,2476.2766240879923,-16.888423099820585,10.399417037283968,12970.70232647276,Australia,Ocean
-16.8565255,141.9704306,-14.995428,145.02861,386.8123393545878,31.22023090921057,-112.27619522241176,12441.705538220702,Australia,Australia
-16.9098326,-51.0523146,-3.605258,-67.30191,2306.202166095524,-3.740779726979639,56.05139823659249,11708.258407906807,Brazil,Brazil
