LatitudeOrigine,LongitudeOrigine,LatitudeModel,LongitudeModel,DistanceModel,LatitudeRandom,LongitudeRandom,DistanceRandom,PaysOrigine,PaysModel
-0.2768407,110.1047823,33.79758,-68.37401,16289.984640655965,27.945967620084417,-114.83587827650204,14342.621115999576,Indonesia,Ocean
-0.9589046,-62.937968,45.77734,9.828919,8757.626895362484,-48.87480001097143,-59.55134050209445,5319.594524679768,Brazil,Italy
-1.1322125,-46.6191948,16.75385,-73.639305,3565.871246160332,71.31542196248256,23.77785692749245,9433.855353041865,Brazil,Ocean
-10.0700455,124.3421104,37.019295,-149.68112,10325.829192123314,-8.444785545798311,-77.46933607447298,16855.323400461766,Indonesia,Ocean
-10.183049,-36.8346604,10.501982,84.343925,13603.900818192857,-21.94509932933431,-100.04804125103136,6843.910453371112,Brazil,Ocean
-10.6008987,-36.9752611,53.144253,3.2161622,8026.105984284576,84.44970276147197,99.59945151309114,11621.56666594354,Brazil,Ocean
-10.7276833,-37.8005721,-17.019981,-50.94214,1581.0110062183328,-77.99482602426609,-52.7243755751563,7522.70972584767,Brazil,Brazil
-11.7537602,-40.7158282,-31.951628,117.72419,14654.879824782847,-73.65878339195179,-61.94428511723908,7012.387655260079,Brazil,Australia
-11.8132673,-39.3765193,-13.45218,-44.976135,634.7631448845746,83.5950222963508,21.6819932703886,10956.607252432315,Brazil,Brazil
-12.4151635,-41.772674,43.749683,-8.94069,7054.961918129423,-8.564071224184417,-149.49846844006535,11710.557465454069,Brazil,Ocean
-12.5065815,-76.738071,19.555588,50.119175,14314.539236576356,-51.90111780537926,-10.464036368853527,7299.334541412402,Peru,Saudi Arabia
-13.5918724,-70.9459063,8.051912,141.78868,16406.85725934841,33.74426037670334,48.12519342157523,13521.296338662563,Peru,Ocean
-13.6714368,132.0094306,47.196796,69.12758,9179.434174901,-47.88350778847477,117.4154772059706,4027.067944386596,Australia,Kazakhstan
-13.8576898,-172.0611335,-1.9728562,-74.20207,10814.12157701269,51.4036550146572,-94.441664358345,10362.594120889857,Samoa,Peru
-14.2890202,-43.6386102,-23.789328,16.659159,6389.812815853158,58.6626521386662,124.26733609919523,14978.18099988736,Brazil,Namibia
-14.606967,-73.6115742,19.903763,-65.522705,3918.6199029605614,34.48728740815753,145.8858000241442,15498.211256424906,Peru,Ocean
-14.7837351,-39.0539844,34.967377,32.944466,9371.32438453203,-61.25459240633805,66.55348262693064,9387.949409632043,Brazil,Cyprus
-15.0667291,-57.173129,-19.753323,-54.184376,608.115086974078,79.34302002323369,24.14151255369657,11461.455313229097,Brazil,Brazil
-15.4733878,-55.7274976,-8.694446,-52.679066,819.9812002914516,-77.32678683563618,87.60707426734888,9437.74563931537,Brazil,Brazil
-15.5039288,-40.8298927,-14.529595,-48.155357,795.0913005173815,22.210877711224825,-53.949894779724985,4410.536945027658,Brazil,Brazil
-16.3764513,-52.4514749,-12.630917,-35.91462,1829.3706805935929,-50.338276948704326,-159.99528035656022,9814.063273933449,Brazil,Ocean
-16.4714887,-54.4835969,-14.166212,-54.26547,256.15647628623424,67.682317730423,-148.6956061807549,11863.477115481084,Brazil,Brazil
-16.5807169,-52.0209611,1.2716546,-93.90818,5005.668772054234,31.18705493503755,101.03763135524667,16852.91185701927,Brazil,Ocean
-16.7434566,135.7285921,-27.095825,133.54456,1168.2426815917047,64.00525640632108,125.39858721292104,8996.529199961726,Australia,Australia
-16.8565255,141.9704306,-23.808075,139.07071,826.9331699713025,-47.22622180687023,140.44672068746695,3370.8821794762403,Australia,Australia
-16.9098326,-51.0523146,-12.084498,-53.508312,595.892883847464,-34.17861140421692,115.89308172777343,14184.839856730265,Brazil,Brazil
-16.922397,145.7801967,38.960796,101.63397,7705.582226259281,-71.77826749186596,164.4603086430447,6218.321409127954,Australia,China
-17.0389934,-47.9460918,-23.18748,-52.098644,807.2324750916733,-75.78301151021486,-67.64781515682981,6632.219875211072,Brazil,Brazil
-17.1528992,125.4679053,32.522556,80.18881,7311.823094720349,42.00238968303592,12.823428189671745,13129.796119571123,Australia,China
-17.390842,145.9096945,58.558422,-18.727531,15264.647798973454,-29.677017058167813,122.39461086868636,2751.3102547278927,Australia,Ocean
-17.8192202,-49.5077956,-23.709724,19.32806,7131.403984308108,-35.68908450334807,35.10436967881918,8402.73527647643,Brazil,Namibia
-17.8232582,122.6016175,25.5169,-76.21393,17905.53352829803,-75.43305439923269,84.52194721682247,6783.484208024341,Australia,The Bahamas
-17.8848761,-47.0555216,-13.28933,-51.318108,683.7039609559419,61.82252691105978,-50.38282395318512,8840.330053660688,Brazil,Brazil
-17.9053187,-54.6918418,-22.52296,-53.633656,523.0226890903849,-33.240907138058745,-94.73157717659458,4333.489438689394,Brazil,Brazil
-18.0060021,-70.2439748,41.28454,16.899656,11078.446256871004,-12.903858038320209,145.62887637364395,14805.986094235992,Peru,Italy
-18.4328667,127.4397329,-20.429718,112.24726,1610.0937849504228,-81.19372317155853,42.61351419550377,7900.079560569711,Australia,Ocean
-18.4743978,-39.7625678,29.526785,-53.057236,5499.697308917934,65.58769462524171,94.63564874158266,13808.911694089593,Brazil,Ocean
-18.5261599,136.0041194,-23.15729,137.44423,534.1796751446908,71.24592692303375,94.53948709806856,10447.247048254514,Australia,Australia
-18.6064523,-43.3811667,28.289003,-40.32318,5199.016893198032,11.293563363964324,-2.5075990277329083,5574.474786846876,Brazil,Ocean
-18.6120874,-52.9678088,39.21513,55.281193,12850.629313944832,-33.31264776722073,-101.70392849385924,5094.855687274258,Brazil,Turkmenistan
-18.6271879,-51.605683,-14.312367,-21.903719,3203.5075665389827,-74.70763512098664,34.28484288497799,7897.86067922048,Brazil,Ocean
-18.6406818,-66.3401803,54.586487,66.43122,14374.427210240188,78.87759288851689,53.25357060565261,12643.131830112328,Bolivia,Kazakhstan
-18.9432668,-46.9898558,-29.538107,-75.45612,3109.253030383057,-87.09507563482576,130.77964931709204,8230.795480841254,Brazil,Ocean
-19.0163105,-40.5373477,26.138704,41.546875,10174.91555433963,54.52562269714844,-67.48715332092071,8543.033360571759,Brazil,Saudi Arabia
-19.1931072,-54.9285589,-21.378098,-49.253735,640.1576868790992,-6.140413674183279,67.03432056632536,13081.509000871749,Brazil,Brazil
-19.2734375,-44.3990907,11.041271,31.317997,8951.784093367887,56.78557880677468,-34.97472800524099,8474.058915167987,Brazil,Sudan
-19.3172133,-48.0747342,16.106932,-65.489975,4357.52867967946,43.73862249857143,-177.14566564633185,14587.716564261296,Brazil,Ocean
-19.4001994,146.7077475,40.542164,-90.250145,14162.46121701409,-88.58412352300871,155.74497893160276,7699.834052769934,Australia,United States
-19.4684185,-42.5490699,17.896038,84.28262,14444.45185411062,-68.66830438469167,-115.50930511824036,7314.609094263087,Brazil,Ocean
-19.4896517,-44.3939645,-9.3777275,-48.31396,1195.789863542058,-40.42743780414752,-151.53485755664522,9992.669357635146,Brazil,Brazil
-19.5833499,138.7886548,-23.707865,124.35279,1561.6094820845965,35.73674450627834,141.98658254886817,6131.866068089184,Australia,Australia
-19.7676981,-43.8522495,37.41054,21.027863,9280.5284618993,-16.483743511940688,-172.46167559082477,13121.089490842804,Brazil,Greece
-2.7950128,-44.3735041,27.888292,-61.981937,3884.1400648816457,38.04096169637285,-83.11489171843974,6027.351523373899,Brazil,Ocean
-2.8906763,-41.906287,-10.828885,-44.63392,928.1428309025364,69.39837970620385,-177.62827093777128,11941.125736655516,Brazil,Brazil
-20.0679947,-44.3046922,23.979654,-96.22109,7444.869407101805,47.61588482167278,-167.19130366577835,14083.580612966489,Brazil,Ocean
-20.0911872,-44.8277597,-0.5738858,-70.32408,3517.409010114068,-20.30859381656647,152.41478264496743,15160.73398487776,Brazil,Colombia
-20.2114642,-69.8726459,1.7008334,-61.424683,2593.325211059085,-55.1631354443348,-179.17216464670025,9342.842565485606,Chile,Brazil
-20.3418447,-41.5317598,-12.205574,-60.29022,2195.352012821096,-57.29195501063899,-74.51154672307338,4907.359377142652,Brazil,Brazil
-20.4465222,-44.2622004,-12.687609,-7.4856577,4008.584916879947,-62.964506336551246,-96.4836925561316,6129.560440248713,Brazil,Ocean
-20.4473914,-55.7901816,-9.476075,-52.17464,1274.5467918450695,54.902621822399965,-125.65597757083572,10631.010279188242,Brazil,Brazil
-20.5266764,-43.6960369,-14.411419,-38.945213,844.0286981506005,48.41308120926482,-167.47082216097115,14167.709182969847,Brazil,Brazil
-20.5497414,-48.5862419,-0.17195311,-12.179427,4557.995651763088,68.43717174350039,-105.91041843321383,10885.53088704241,Brazil,Ocean
-20.6652209,-50.38651,-21.682701,-51.27308,145.49078950428336,33.60664390143987,-97.14518627668468,7789.497377614582,Brazil,Brazil
-20.7810276,-49.7171212,10.209437,-55.327763,3482.429176382212,-70.22091232659096,174.97949985008506,9325.494838490536,Brazil,Ocean
-20.9229248,-55.7817265,-13.856332,-48.19302,1122.8549759392108,-44.29051444481613,-119.71386564219314,6357.386745657963,Brazil,Brazil
-21.0981666,-45.089573,6.1653595,99.06602,15829.933630324593,-58.84483370909421,160.70738591059234,10834.034157523403,Brazil,Ocean
-21.1877013,-46.9705247,-10.351657,-37.013195,1603.719367756058,-68.70390972236308,92.1951112907944,9508.501375869571,Brazil,Brazil
-21.191056,-48.9120253,39.385563,-51.330433,6710.267836183182,67.29911648029434,-53.54479559257756,9819.48266499477,Brazil,Ocean
-21.299908,-50.730388,-20.369228,-41.973427,917.1439982314738,-69.43444801903607,103.8097766248905,9738.60198118404,Brazil,Brazil
-21.4536252,-50.1634788,-15.476624,-50.085064,661.6255542377688,14.407732517151189,-147.28273974247838,11313.023662284808,Brazil,Brazil
-21.4764901,141.7156791,-24.263493,122.7964,1964.265713929468,87.09603824649184,-25.61730865079344,12694.094786695545,Australia,Australia
-21.527135,-47.6428605,-29.145367,-57.98916,1339.3834078415186,-58.12435283168604,179.10368487506412,10184.072985584517,Brazil,Argentina
